주제,키워드,사건번호,사건명,유사도,판례일련번호
상속세 및 납부,세액,84구214,상속세등부과처분취소청구사건,0.7400678500210588,76102
상속세 및 납부,세액,96누14425,상속세등부과처분취소,0.7389292618927159,196750
상속세 및 납부,부과,2015나6250,건물명도등,0.8054119241211493,230769
상속세 및 납부,부과,2015구합66579,상속세부과처분취소청구의소,0.7779799873846289,206239
상속세 및 납부,부과,2003가합1087,원인무효에의한소유권말소등기,0.7697022394916089,69638
상속세 및 납부,부과,2002구합4914,상속세부과처분취소,0.756015484931753,212459
상속세 및 납부,부과,"2009나16058(본소),2010나28569(반소)",성매매 알선등 행위의 처벌에 관한 법률위반(성매매 알선등),0.755781611869442,169294
상속세 및 납부,부과,2002누1657,상속세등부과처분취소,0.7540114950261282,77761
상속세 및 납부,부과,82구318,상속세부과처분취소,0.7527079660081928,151716
상속세 및 납부,부과,84구346,상속세등부과처분취소청구사건,0.7484284498382447,76195
상속세 및 납부,부과,84구214,상속세등부과처분취소청구사건,0.7400678500210588,76102
상속세 및 납부,부과,96누14425,상속세등부과처분취소,0.7389292618927159,196750
상속세 및 납부,납부,2015나6250,건물명도등,0.8054119241211493,230769
상속세 및 납부,납부,2015구합66579,상속세부과처분취소청구의소,0.7779799873846289,206239
상속세 및 납부,납부,2003가합1087,원인무효에의한소유권말소등기,0.7697022394916089,69638
상속세 및 납부,납부,2002구합4914,상속세부과처분취소,0.756015484931753,212459
상속세 및 납부,납부,"2009나16058(본소),2010나28569(반소)",성매매 알선등 행위의 처벌에 관한 법률위반(성매매 알선등),0.755781611869442,169294
상속세 및 납부,납부,2002누1657,상속세등부과처분취소,0.7540114950261282,77761
상속세 및 납부,납부,82구318,상속세부과처분취소,0.7527079660081928,151716
상속세 및 납부,납부,84구346,상속세등부과처분취소청구사건,0.7484284498382447,76195
상속세 및 납부,납부,84구214,상속세등부과처분취소청구사건,0.7400678500210588,76102
상속세 및 납부,납부,96누14425,상속세등부과처분취소,0.7389292618927159,196750
상속세 및 납부,과세,2015나6250,건물명도등,0.8054119241211493,230769
상속세 및 납부,과세,2015구합66579,상속세부과처분취소청구의소,0.7779799873846289,206239
상속세 및 납부,과세,2003가합1087,원인무효에의한소유권말소등기,0.7697022394916089,69638
상속세 및 납부,과세,2002구합4914,상속세부과처분취소,0.756015484931753,212459
상속세 및 납부,과세,"2009나16058(본소),2010나28569(반소)",성매매 알선등 행위의 처벌에 관한 법률위반(성매매 알선등),0.755781611869442,169294
상속세 및 납부,과세,2002누1657,상속세등부과처분취소,0.7540114950261282,77761
상속세 및 납부,과세,82구318,상속세부과처분취소,0.7527079660081928,151716
상속세 및 납부,과세,84구346,상속세등부과처분취소청구사건,0.7484284498382447,76195
상속세 및 납부,과세,84구214,상속세등부과처분취소청구사건,0.7400678500210588,76102
상속세 및 납부,과세,96누14425,상속세등부과처분취소,0.7389292618927159,196750
상속세 및 납부,상속,2015나6250,건물명도등,0.8054119241211493,230769
상속세 및 납부,상속,2015구합66579,상속세부과처분취소청구의소,0.7779799873846289,206239
상속세 및 납부,상속,2003가합1087,원인무효에의한소유권말소등기,0.7697022394916089,69638
상속세 및 납부,상속,2002구합4914,상속세부과처분취소,0.756015484931753,212459
상속세 및 납부,상속,"2009나16058(본소),2010나28569(반소)",성매매 알선등 행위의 처벌에 관한 법률위반(성매매 알선등),0.755781611869442,169294
상속세 및 납부,상속,2002누1657,상속세등부과처분취소,0.7540114950261282,77761
상속세 및 납부,상속,82구318,상속세부과처분취소,0.7527079660081928,151716
상속세 및 납부,상속,84구346,상속세등부과처분취소청구사건,0.7484284498382447,76195
상속세 및 납부,상속,84구214,상속세등부과처분취소청구사건,0.7400678500210588,76102
상속세 및 납부,상속,96누14425,상속세등부과처분취소,0.7389292618927159,196750
상속세 및 납부,재산,2015나6250,건물명도등,0.8054119241211493,230769
상속세 및 납부,재산,2015구합66579,상속세부과처분취소청구의소,0.7779799873846289,206239
상속세 및 납부,재산,2003가합1087,원인무효에의한소유권말소등기,0.7697022394916089,69638
상속세 및 납부,재산,2002구합4914,상속세부과처분취소,0.756015484931753,212459
상속세 및 납부,재산,"2009나16058(본소),2010나28569(반소)",성매매 알선등 행위의 처벌에 관한 법률위반(성매매 알선등),0.755781611869442,169294
상속세 및 납부,재산,2002누1657,상속세등부과처분취소,0.7540114950261282,77761
상속세 및 납부,재산,82구318,상속세부과처분취소,0.7527079660081928,151716
상속세 및 납부,재산,84구346,상속세등부과처분취소청구사건,0.7484284498382447,76195
상속세 및 납부,재산,84구214,상속세등부과처분취소청구사건,0.7400678500210588,76102
상속세 및 납부,재산,96누14425,상속세등부과처분취소,0.7389292618927159,196750
상속세 및 납부,가액,2015나6250,건물명도등,0.8054119241211493,230769
상속세 및 납부,가액,2015구합66579,상속세부과처분취소청구의소,0.7779799873846289,206239
상속세 및 납부,가액,2003가합1087,원인무효에의한소유권말소등기,0.7697022394916089,69638
상속세 및 납부,가액,2002구합4914,상속세부과처분취소,0.756015484931753,212459
상속세 및 납부,가액,"2009나16058(본소),2010나28569(반소)",성매매 알선등 행위의 처벌에 관한 법률위반(성매매 알선등),0.755781611869442,169294
상속세 및 납부,가액,2002누1657,상속세등부과처분취소,0.7540114950261282,77761
상속세 및 납부,가액,82구318,상속세부과처분취소,0.7527079660081928,151716
상속세 및 납부,가액,84구346,상속세등부과처분취소청구사건,0.7484284498382447,76195
상속세 및 납부,가액,84구214,상속세등부과처분취소청구사건,0.7400678500210588,76102
상속세 및 납부,가액,96누14425,상속세등부과처분취소,0.7389292618927159,196750
상속세 및 납부,신고,2015나6250,건물명도등,0.8054119241211493,230769
상속세 및 납부,신고,2015구합66579,상속세부과처분취소청구의소,0.7779799873846289,206239
상속세 및 납부,신고,2003가합1087,원인무효에의한소유권말소등기,0.7697022394916089,69638
상속세 및 납부,신고,2002구합4914,상속세부과처분취소,0.756015484931753,212459
상속세 및 납부,신고,"2009나16058(본소),2010나28569(반소)",성매매 알선등 행위의 처벌에 관한 법률위반(성매매 알선등),0.755781611869442,169294
상속세 및 납부,신고,2002누1657,상속세등부과처분취소,0.7540114950261282,77761
상속세 및 납부,신고,82구318,상속세부과처분취소,0.7527079660081928,151716
상속세 및 납부,신고,84구346,상속세등부과처분취소청구사건,0.7484284498382447,76195
상속세 및 납부,신고,84구214,상속세등부과처분취소청구사건,0.7400678500210588,76102
상속세 및 납부,신고,96누14425,상속세등부과처분취소,0.7389292618927159,196750
상속세 및 납부,납세,2015나6250,건물명도등,0.8054119241211493,230769
상속세 및 납부,납세,2015구합66579,상속세부과처분취소청구의소,0.7779799873846289,206239
상속세 및 납부,납세,2003가합1087,원인무효에의한소유권말소등기,0.7697022394916089,69638
상속세 및 납부,납세,2002구합4914,상속세부과처분취소,0.756015484931753,212459
상속세 및 납부,납세,"2009나16058(본소),2010나28569(반소)",성매매 알선등 행위의 처벌에 관한 법률위반(성매매 알선등),0.755781611869442,169294
상속세 및 납부,납세,2002누1657,상속세등부과처분취소,0.7540114950261282,77761
상속세 및 납부,납세,82구318,상속세부과처분취소,0.7527079660081928,151716
상속세 및 납부,납세,84구346,상속세등부과처분취소청구사건,0.7484284498382447,76195
상속세 및 납부,납세,84구214,상속세등부과처분취소청구사건,0.7400678500210588,76102
상속세 및 납부,납세,96누14425,상속세등부과처분취소,0.7389292618927159,196750
부동산 등기 및 거래,토지,2018나2004862,부당이득반환 청구의 소,0.7495707010888706,213219
부동산 등기 및 거래,토지,2002나14198,대여금,0.742215831119611,77527
부동산 등기 및 거래,토지,98두19193,소유권이전등기,0.7407620816849243,190986
부동산 등기 및 거래,토지,69나179,소유권이전등기말소청구사건,0.7388889567372372,233723
부동산 등기 및 거래,토지,2005나94906,등록무효(상),0.738647086274725,78034
부동산 등기 및 거래,토지,99나17767,소유권이전등기,0.7323357496330162,71339
부동산 등기 및 거래,토지,2016나2039307,소유권이전등기,0.7278003078382849,198451
부동산 등기 및 거래,토지,78나971,부동산소유권이전등기청구사건,0.7264679461177722,237367
부동산 등기 및 거래,토지,2009구합20403,소유권이전등기등,0.7257466784990282,161417
부동산 등기 및 거래,토지,2001다37699,압류처분취소,0.7229111539883573,191716
부동산 등기 및 거래,등기,2018나2004862,부당이득반환 청구의 소,0.7495707010888706,213219
부동산 등기 및 거래,등기,2002나14198,대여금,0.742215831119611,77527
부동산 등기 및 거래,등기,98두19193,소유권이전등기,0.7407620816849243,190986
부동산 등기 및 거래,등기,69나179,소유권이전등기말소청구사건,0.7388889567372372,233723
부동산 등기 및 거래,등기,2005나94906,등록무효(상),0.738647086274725,78034
부동산 등기 및 거래,등기,99나17767,소유권이전등기,0.7323357496330162,71339
부동산 등기 및 거래,등기,2016나2039307,소유권이전등기,0.7278003078382849,198451
부동산 등기 및 거래,등기,78나971,부동산소유권이전등기청구사건,0.7264679461177722,237367
부동산 등기 및 거래,등기,2009구합20403,소유권이전등기등,0.7257466784990282,161417
부동산 등기 및 거래,등기,2001다37699,압류처분취소,0.7229111539883573,191716
부동산 등기 및 거래,소유권,2018나2004862,부당이득반환 청구의 소,0.7495707010888706,213219
부동산 등기 및 거래,소유권,2002나14198,대여금,0.742215831119611,77527
부동산 등기 및 거래,소유권,98두19193,소유권이전등기,0.7407620816849243,190986
부동산 등기 및 거래,소유권,69나179,소유권이전등기말소청구사건,0.7388889567372372,233723
부동산 등기 및 거래,소유권,2005나94906,등록무효(상),0.738647086274725,78034
부동산 등기 및 거래,소유권,99나17767,소유권이전등기,0.7323357496330162,71339
부동산 등기 및 거래,소유권,2016나2039307,소유권이전등기,0.7278003078382849,198451
부동산 등기 및 거래,소유권,78나971,부동산소유권이전등기청구사건,0.7264679461177722,237367
부동산 등기 및 거래,소유권,2009구합20403,소유권이전등기등,0.7257466784990282,161417
부동산 등기 및 거래,소유권,2001다37699,압류처분취소,0.7229111539883573,191716
부동산 등기 및 거래,이전,2018나2004862,부당이득반환 청구의 소,0.7495707010888706,213219
부동산 등기 및 거래,이전,2002나14198,대여금,0.742215831119611,77527
부동산 등기 및 거래,이전,98두19193,소유권이전등기,0.7407620816849243,190986
부동산 등기 및 거래,이전,69나179,소유권이전등기말소청구사건,0.7388889567372372,233723
부동산 등기 및 거래,이전,2005나94906,등록무효(상),0.738647086274725,78034
부동산 등기 및 거래,이전,99나17767,소유권이전등기,0.7323357496330162,71339
부동산 등기 및 거래,이전,2016나2039307,소유권이전등기,0.7278003078382849,198451
부동산 등기 및 거래,이전,78나971,부동산소유권이전등기청구사건,0.7264679461177722,237367
부동산 등기 및 거래,이전,2009구합20403,소유권이전등기등,0.7257466784990282,161417
부동산 등기 및 거래,이전,2001다37699,압류처분취소,0.7229111539883573,191716
부동산 등기 및 거래,명의,2018나2004862,부당이득반환 청구의 소,0.7495707010888706,213219
부동산 등기 및 거래,명의,2002나14198,대여금,0.742215831119611,77527
부동산 등기 및 거래,명의,98두19193,소유권이전등기,0.7407620816849243,190986
부동산 등기 및 거래,명의,69나179,소유권이전등기말소청구사건,0.7388889567372372,233723
부동산 등기 및 거래,명의,2005나94906,등록무효(상),0.738647086274725,78034
부동산 등기 및 거래,명의,99나17767,소유권이전등기,0.7323357496330162,71339
부동산 등기 및 거래,명의,2016나2039307,소유권이전등기,0.7278003078382849,198451
부동산 등기 및 거래,명의,78나971,부동산소유권이전등기청구사건,0.7264679461177722,237367
부동산 등기 및 거래,명의,2009구합20403,소유권이전등기등,0.7257466784990282,161417
부동산 등기 및 거래,명의,2001다37699,압류처분취소,0.7229111539883573,191716
부동산 등기 및 거래,분할,2018나2004862,부당이득반환 청구의 소,0.7495707010888706,213219
부동산 등기 및 거래,분할,2002나14198,대여금,0.742215831119611,77527
부동산 등기 및 거래,분할,98두19193,소유권이전등기,0.7407620816849243,190986
부동산 등기 및 거래,분할,69나179,소유권이전등기말소청구사건,0.7388889567372372,233723
부동산 등기 및 거래,분할,2005나94906,등록무효(상),0.738647086274725,78034
부동산 등기 및 거래,분할,99나17767,소유권이전등기,0.7323357496330162,71339
부동산 등기 및 거래,분할,2016나2039307,소유권이전등기,0.7278003078382849,198451
부동산 등기 및 거래,분할,78나971,부동산소유권이전등기청구사건,0.7264679461177722,237367
부동산 등기 및 거래,분할,2009구합20403,소유권이전등기등,0.7257466784990282,161417
부동산 등기 및 거래,분할,2001다37699,압류처분취소,0.7229111539883573,191716
부동산 등기 및 거래,지번,2018나2004862,부당이득반환 청구의 소,0.7495707010888706,213219
부동산 등기 및 거래,지번,2002나14198,대여금,0.742215831119611,77527
부동산 등기 및 거래,지번,98두19193,소유권이전등기,0.7407620816849243,190986
부동산 등기 및 거래,지번,69나179,소유권이전등기말소청구사건,0.7388889567372372,233723
부동산 등기 및 거래,지번,2005나94906,등록무효(상),0.738647086274725,78034
부동산 등기 및 거래,지번,99나17767,소유권이전등기,0.7323357496330162,71339
부동산 등기 및 거래,지번,2016나2039307,소유권이전등기,0.7278003078382849,198451
부동산 등기 및 거래,지번,78나971,부동산소유권이전등기청구사건,0.7264679461177722,237367
부동산 등기 및 거래,지번,2009구합20403,소유권이전등기등,0.7257466784990282,161417
부동산 등기 및 거래,지번,2001다37699,압류처분취소,0.7229111539883573,191716
부동산 등기 및 거래,주소,2018나2004862,부당이득반환 청구의 소,0.7495707010888706,213219
부동산 등기 및 거래,주소,2002나14198,대여금,0.742215831119611,77527
부동산 등기 및 거래,주소,98두19193,소유권이전등기,0.7407620816849243,190986
부동산 등기 및 거래,주소,69나179,소유권이전등기말소청구사건,0.7388889567372372,233723
부동산 등기 및 거래,주소,2005나94906,등록무효(상),0.738647086274725,78034
부동산 등기 및 거래,주소,99나17767,소유권이전등기,0.7323357496330162,71339
부동산 등기 및 거래,주소,2016나2039307,소유권이전등기,0.7278003078382849,198451
부동산 등기 및 거래,주소,78나971,부동산소유권이전등기청구사건,0.7264679461177722,237367
부동산 등기 및 거래,주소,2009구합20403,소유권이전등기등,0.7257466784990282,161417
부동산 등기 및 거래,주소,2001다37699,압류처분취소,0.7229111539883573,191716
부동산 등기 및 거래,환지,2018나2004862,부당이득반환 청구의 소,0.7495707010888706,213219
부동산 등기 및 거래,환지,2002나14198,대여금,0.742215831119611,77527
부동산 등기 및 거래,환지,98두19193,소유권이전등기,0.7407620816849243,190986
부동산 등기 및 거래,환지,69나179,소유권이전등기말소청구사건,0.7388889567372372,233723
부동산 등기 및 거래,환지,2005나94906,등록무효(상),0.738647086274725,78034
부동산 등기 및 거래,환지,99나17767,소유권이전등기,0.7323357496330162,71339
부동산 등기 및 거래,환지,2016나2039307,소유권이전등기,0.7278003078382849,198451
부동산 등기 및 거래,환지,78나971,부동산소유권이전등기청구사건,0.7264679461177722,237367
부동산 등기 및 거래,환지,2009구합20403,소유권이전등기등,0.7257466784990282,161417
부동산 등기 및 거래,환지,2001다37699,압류처분취소,0.7229111539883573,191716
부동산 등기 및 거래,매매,2018나2004862,부당이득반환 청구의 소,0.7495707010888706,213219
부동산 등기 및 거래,매매,2002나14198,대여금,0.742215831119611,77527
부동산 등기 및 거래,매매,98두19193,소유권이전등기,0.7407620816849243,190986
부동산 등기 및 거래,매매,69나179,소유권이전등기말소청구사건,0.7388889567372372,233723
부동산 등기 및 거래,매매,2005나94906,등록무효(상),0.738647086274725,78034
부동산 등기 및 거래,매매,99나17767,소유권이전등기,0.7323357496330162,71339
부동산 등기 및 거래,매매,2016나2039307,소유권이전등기,0.7278003078382849,198451
부동산 등기 및 거래,매매,78나971,부동산소유권이전등기청구사건,0.7264679461177722,237367
부동산 등기 및 거래,매매,2009구합20403,소유권이전등기등,0.7257466784990282,161417
부동산 등기 및 거래,매매,2001다37699,압류처분취소,0.7229111539883573,191716
상속 분할 및 유류분,상속,88르3635,상속재산분할,0.7661572909380939,227293
상속 분할 및 유류분,상속,2001느합86,상속재산및기여분,0.7647806372645658,190085
상속 분할 및 유류분,상속,2001다6947,부동산소유권이전등기등에관한특별조치법위반,0.7551635721235759,81075
상속 분할 및 유류분,상속,2004느합152,,0.754394789198465,70062
상속 분할 및 유류분,상속,2015나762,근저당권설정등기말소,0.7524487934539621,205565
상속 분할 및 유류분,상속,2018가합114335,상속회복청구등의소,0.7484407619930988,234921
상속 분할 및 유류분,상속,2003느합74,상속재산,0.7448726794188767,145801
상속 분할 및 유류분,상속,2001느합71,상속재산분할,0.7436775875915408,71567
상속 분할 및 유류분,상속,2001느합5,상속재산분할,0.7423818535651974,71566
상속 분할 및 유류분,상속,2002가합2435,양수금 사건,0.7408242566947938,190083
상속 분할 및 유류분,재산,88르3635,상속재산분할,0.7661572909380939,227293
상속 분할 및 유류분,재산,2001느합86,상속재산및기여분,0.7647806372645658,190085
상속 분할 및 유류분,재산,2001다6947,부동산소유권이전등기등에관한특별조치법위반,0.7551635721235759,81075
상속 분할 및 유류분,재산,2004느합152,,0.754394789198465,70062
상속 분할 및 유류분,재산,2015나762,근저당권설정등기말소,0.7524487934539621,205565
상속 분할 및 유류분,재산,2018가합114335,상속회복청구등의소,0.7484407619930988,234921
상속 분할 및 유류분,재산,2003느합74,상속재산,0.7448726794188767,145801
상속 분할 및 유류분,재산,2001느합71,상속재산분할,0.7436775875915408,71567
상속 분할 및 유류분,재산,2001느합5,상속재산분할,0.7423818535651974,71566
상속 분할 및 유류분,재산,2002가합2435,양수금 사건,0.7408242566947938,190083
상속 분할 및 유류분,분할,88르3635,상속재산분할,0.7661572909380939,227293
상속 분할 및 유류분,분할,2001느합86,상속재산및기여분,0.7647806372645658,190085
상속 분할 및 유류분,분할,2001다6947,부동산소유권이전등기등에관한특별조치법위반,0.7551635721235759,81075
상속 분할 및 유류분,분할,2004느합152,,0.754394789198465,70062
상속 분할 및 유류분,분할,2015나762,근저당권설정등기말소,0.7524487934539621,205565
상속 분할 및 유류분,분할,2018가합114335,상속회복청구등의소,0.7484407619930988,234921
상속 분할 및 유류분,분할,2003느합74,상속재산,0.7448726794188767,145801
상속 분할 및 유류분,분할,2001느합71,상속재산분할,0.7436775875915408,71567
상속 분할 및 유류분,분할,2001느합5,상속재산분할,0.7423818535651974,71566
상속 분할 및 유류분,분할,2002가합2435,양수금 사건,0.7408242566947938,190083
상속 분할 및 유류분,유류분,88르3635,상속재산분할,0.7661572909380939,227293
상속 분할 및 유류분,유류분,2001느합86,상속재산및기여분,0.7647806372645658,190085
상속 분할 및 유류분,유류분,2001다6947,부동산소유권이전등기등에관한특별조치법위반,0.7551635721235759,81075
상속 분할 및 유류분,유류분,2004느합152,,0.754394789198465,70062
상속 분할 및 유류분,유류분,2015나762,근저당권설정등기말소,0.7524487934539621,205565
상속 분할 및 유류분,유류분,2018가합114335,상속회복청구등의소,0.7484407619930988,234921
상속 분할 및 유류분,유류분,2003느합74,상속재산,0.7448726794188767,145801
상속 분할 및 유류분,유류분,2001느합71,상속재산분할,0.7436775875915408,71567
상속 분할 및 유류분,유류분,2001느합5,상속재산분할,0.7423818535651974,71566
상속 분할 및 유류분,유류분,2002가합2435,양수금 사건,0.7408242566947938,190083
상속 분할 및 유류분,상속인,88르3635,상속재산분할,0.7661572909380939,227293
상속 분할 및 유류분,상속인,2001느합86,상속재산및기여분,0.7647806372645658,190085
상속 분할 및 유류분,상속인,2001다6947,부동산소유권이전등기등에관한특별조치법위반,0.7551635721235759,81075
상속 분할 및 유류분,상속인,2004느합152,,0.754394789198465,70062
상속 분할 및 유류분,상속인,2015나762,근저당권설정등기말소,0.7524487934539621,205565
상속 분할 및 유류분,상속인,2018가합114335,상속회복청구등의소,0.7484407619930988,234921
상속 분할 및 유류분,상속인,2003느합74,상속재산,0.7448726794188767,145801
상속 분할 및 유류분,상속인,2001느합71,상속재산분할,0.7436775875915408,71567
상속 분할 및 유류분,상속인,2001느합5,상속재산분할,0.7423818535651974,71566
상속 분할 및 유류분,상속인,2002가합2435,양수금 사건,0.7408242566947938,190083
상속 분할 및 유류분,부동산,88르3635,상속재산분할,0.7661572909380939,227293
상속 분할 및 유류분,부동산,2001느합86,상속재산및기여분,0.7647806372645658,190085
상속 분할 및 유류분,부동산,2001다6947,부동산소유권이전등기등에관한특별조치법위반,0.7551635721235759,81075
상속 분할 및 유류분,부동산,2004느합152,,0.754394789198465,70062
상속 분할 및 유류분,부동산,2015나762,근저당권설정등기말소,0.7524487934539621,205565
상속 분할 및 유류분,부동산,2018가합114335,상속회복청구등의소,0.7484407619930988,234921
상속 분할 및 유류분,부동산,2003느합74,상속재산,0.7448726794188767,145801
상속 분할 및 유류분,부동산,2001느합71,상속재산분할,0.7436775875915408,71567
상속 분할 및 유류분,부동산,2001느합5,상속재산분할,0.7423818535651974,71566
상속 분할 및 유류분,부동산,2002가합2435,양수금 사건,0.7408242566947938,190083
상속 분할 및 유류분,민법,88르3635,상속재산분할,0.7661572909380939,227293
상속 분할 및 유류분,민법,2001느합86,상속재산및기여분,0.7647806372645658,190085
상속 분할 및 유류분,민법,2001다6947,부동산소유권이전등기등에관한특별조치법위반,0.7551635721235759,81075
상속 분할 및 유류분,민법,2004느합152,,0.754394789198465,70062
상속 분할 및 유류분,민법,2015나762,근저당권설정등기말소,0.7524487934539621,205565
상속 분할 및 유류분,민법,2018가합114335,상속회복청구등의소,0.7484407619930988,234921
상속 분할 및 유류분,민법,2003느합74,상속재산,0.7448726794188767,145801
상속 분할 및 유류분,민법,2001느합71,상속재산분할,0.7436775875915408,71567
상속 분할 및 유류분,민법,2001느합5,상속재산분할,0.7423818535651974,71566
상속 분할 및 유류분,민법,2002가합2435,양수금 사건,0.7408242566947938,190083
상속 분할 및 유류분,한정승인,88르3635,상속재산분할,0.7661572909380939,227293
상속 분할 및 유류분,한정승인,2001느합86,상속재산및기여분,0.7647806372645658,190085
상속 분할 및 유류분,한정승인,2001다6947,부동산소유권이전등기등에관한특별조치법위반,0.7551635721235759,81075
상속 분할 및 유류분,한정승인,2004느합152,,0.754394789198465,70062
상속 분할 및 유류분,한정승인,2015나762,근저당권설정등기말소,0.7524487934539621,205565
상속 분할 및 유류분,한정승인,2018가합114335,상속회복청구등의소,0.7484407619930988,234921
상속 분할 및 유류분,한정승인,2003느합74,상속재산,0.7448726794188767,145801
상속 분할 및 유류분,한정승인,2001느합71,상속재산분할,0.7436775875915408,71567
상속 분할 및 유류분,한정승인,2001느합5,상속재산분할,0.7423818535651974,71566
상속 분할 및 유류분,한정승인,2002가합2435,양수금 사건,0.7408242566947938,190083
상속 분할 및 유류분,피상,88르3635,상속재산분할,0.7661572909380939,227293
상속 분할 및 유류분,피상,2001느합86,상속재산및기여분,0.7647806372645658,190085
상속 분할 및 유류분,피상,2001다6947,부동산소유권이전등기등에관한특별조치법위반,0.7551635721235759,81075
상속 분할 및 유류분,피상,2004느합152,,0.754394789198465,70062
상속 분할 및 유류분,피상,2015나762,근저당권설정등기말소,0.7524487934539621,205565
상속 분할 및 유류분,피상,2018가합114335,상속회복청구등의소,0.7484407619930988,234921
상속 분할 및 유류분,피상,2003느합74,상속재산,0.7448726794188767,145801
상속 분할 및 유류분,피상,2001느합71,상속재산분할,0.7436775875915408,71567
상속 분할 및 유류분,피상,2001느합5,상속재산분할,0.7423818535651974,71566
상속 분할 및 유류분,피상,2002가합2435,양수금 사건,0.7408242566947938,190083
상속 분할 및 유류분,포기,88르3635,상속재산분할,0.7661572909380939,227293
상속 분할 및 유류분,포기,2001느합86,상속재산및기여분,0.7647806372645658,190085
상속 분할 및 유류분,포기,2001다6947,부동산소유권이전등기등에관한특별조치법위반,0.7551635721235759,81075
상속 분할 및 유류분,포기,2004느합152,,0.754394789198465,70062
상속 분할 및 유류분,포기,2015나762,근저당권설정등기말소,0.7524487934539621,205565
상속 분할 및 유류분,포기,2018가합114335,상속회복청구등의소,0.7484407619930988,234921
상속 분할 및 유류분,포기,2003느합74,상속재산,0.7448726794188767,145801
상속 분할 및 유류분,포기,2001느합71,상속재산분할,0.7436775875915408,71567
상속 분할 및 유류분,포기,2001느합5,상속재산분할,0.7423818535651974,71566
상속 분할 및 유류분,포기,2002가합2435,양수금 사건,0.7408242566947938,190083
보험 및 보상,보험,2005나25549,소유권이전등기등,0.7082486403677796,77875
보험 및 보상,보험,2000다31502,건물명도,0.6995762612673393,191837
보험 및 보상,보험,2014구합62630,상속세부과처분취소,0.6989112042858117,183738
보험 및 보상,보험,2004다28245,손해배상(기)·소유권이전등기등·손해배상(기),0.6981184651035537,83575
보험 및 보상,보험,90가합33955,가옥명도,0.6944504671322371,118884
보험 및 보상,보험,93다48373,광업권이전등록말소,0.6896444956201842,111888
보험 및 보상,보험,2006나14163,사기미수(인정된죄명:배임),0.689617540392127,142460
보험 및 보상,보험,2015가합534383,보험금,0.6869991362590162,203002
보험 및 보상,보험,2002가단237623,부당이득금환수처분의취소,0.6847952303158389,69568
보험 및 보상,보험,2005가합3764,약정금,0.6836406538308656,70247
보험 및 보상,보험금,2005나25549,소유권이전등기등,0.7082486403677796,77875
보험 및 보상,보험금,2000다31502,건물명도,0.6995762612673393,191837
보험 및 보상,보험금,2014구합62630,상속세부과처분취소,0.6989112042858117,183738
보험 및 보상,보험금,2004다28245,손해배상(기)·소유권이전등기등·손해배상(기),0.6981184651035537,83575
보험 및 보상,보험금,90가합33955,가옥명도,0.6944504671322371,118884
보험 및 보상,보험금,93다48373,광업권이전등록말소,0.6896444956201842,111888
보험 및 보상,보험금,2006나14163,사기미수(인정된죄명:배임),0.689617540392127,142460
보험 및 보상,보험금,2015가합534383,보험금,0.6869991362590162,203002
보험 및 보상,보험금,2002가단237623,부당이득금환수처분의취소,0.6847952303158389,69568
보험 및 보상,보험금,2005가합3764,약정금,0.6836406538308656,70247
보험 및 보상,계약,2005나25549,소유권이전등기등,0.7082486403677796,77875
보험 및 보상,계약,2000다31502,건물명도,0.6995762612673393,191837
보험 및 보상,계약,2014구합62630,상속세부과처분취소,0.6989112042858117,183738
보험 및 보상,계약,2004다28245,손해배상(기)·소유권이전등기등·손해배상(기),0.6981184651035537,83575
보험 및 보상,계약,90가합33955,가옥명도,0.6944504671322371,118884
보험 및 보상,계약,93다48373,광업권이전등록말소,0.6896444956201842,111888
보험 및 보상,계약,2006나14163,사기미수(인정된죄명:배임),0.689617540392127,142460
보험 및 보상,계약,2015가합534383,보험금,0.6869991362590162,203002
보험 및 보상,계약,2002가단237623,부당이득금환수처분의취소,0.6847952303158389,69568
보험 및 보상,계약,2005가합3764,약정금,0.6836406538308656,70247
보험 및 보상,지급,2005나25549,소유권이전등기등,0.7082486403677796,77875
보험 및 보상,지급,2000다31502,건물명도,0.6995762612673393,191837
보험 및 보상,지급,2014구합62630,상속세부과처분취소,0.6989112042858117,183738
보험 및 보상,지급,2004다28245,손해배상(기)·소유권이전등기등·손해배상(기),0.6981184651035537,83575
보험 및 보상,지급,90가합33955,가옥명도,0.6944504671322371,118884
보험 및 보상,지급,93다48373,광업권이전등록말소,0.6896444956201842,111888
보험 및 보상,지급,2006나14163,사기미수(인정된죄명:배임),0.689617540392127,142460
보험 및 보상,지급,2015가합534383,보험금,0.6869991362590162,203002
보험 및 보상,지급,2002가단237623,부당이득금환수처분의취소,0.6847952303158389,69568
보험 및 보상,지급,2005가합3764,약정금,0.6836406538308656,70247
보험 및 보상,망인,2005나25549,소유권이전등기등,0.7082486403677796,77875
보험 및 보상,망인,2000다31502,건물명도,0.6995762612673393,191837
보험 및 보상,망인,2014구합62630,상속세부과처분취소,0.6989112042858117,183738
보험 및 보상,망인,2004다28245,손해배상(기)·소유권이전등기등·손해배상(기),0.6981184651035537,83575
보험 및 보상,망인,90가합33955,가옥명도,0.6944504671322371,118884
보험 및 보상,망인,93다48373,광업권이전등록말소,0.6896444956201842,111888
보험 및 보상,망인,2006나14163,사기미수(인정된죄명:배임),0.689617540392127,142460
보험 및 보상,망인,2015가합534383,보험금,0.6869991362590162,203002
