판례일련번호,사건명,사건번호,선고일자,법원명,사건종류명,판례상세링크
241201,아동·청소년의성보호에관한법률위반(음란물제작·배포등)·성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영),2021도1181,2024.07.25,대법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241201&type=HTML&mobileYn=
241231,청구이의,2021다239905,2024.07.25,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241231&type=HTML&mobileYn=
241245,주권인도등청구의소,2020다273403,2024.07.25,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241245&type=HTML&mobileYn=
241237,상수도원인자부담금부과처분취소,2022두48837,2024.07.25,대법원,일반행정,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241237&type=HTML&mobileYn=
241213,소유권이전등기,2022다204333,2024.07.25,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241213&type=HTML&mobileYn=
241203,양도소득세부과처분취소,2022두63386,2024.07.25,대법원,세무,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241203&type=HTML&mobileYn=
241229,임금,2021다246545,2024.07.25,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241229&type=HTML&mobileYn=
241225,손해배상(기)·손해배상(기)·손해배상(기),2021다269418,2024.07.25,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241225&type=HTML&mobileYn=
241249,공무집행방해,2023도16951,2024.07.25,대법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241249&type=HTML&mobileYn=
241243,거절결정(특),2021후11070,2024.07.25,대법원,특허,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241243&type=HTML&mobileYn=
241219,근로자지위확인,2020다287921,2024.07.25,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241219&type=HTML&mobileYn=
241207,농지보전부담금부과처분취소,2024두38575,2024.07.25,대법원,세무,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241207&type=HTML&mobileYn=
241221,부당해고구제재심판정취소,2024두32973,2024.07.25,대법원,일반행정,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241221&type=HTML&mobileYn=
241233,근로에관한소송·근로에관한소송·근로에관한소송,2024다211908,2024.07.25,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241233&type=HTML&mobileYn=
241209,법인세등부과처분취소,2022두51031,2024.07.25,대법원,세무,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241209&type=HTML&mobileYn=
241223,소유권이전등기,2024다230251,2024.07.25,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241223&type=HTML&mobileYn=
241239,조례안의결무효확인,2023추5177,2024.07.25,대법원,일반행정,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241239&type=HTML&mobileYn=
241235,보증금,2024다229343,2024.07.25,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241235&type=HTML&mobileYn=
241215,소유권이전등기,2023다316790,2024.07.25,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241215&type=HTML&mobileYn=
241205,법인세경정거부처분취소,2022두60745,2024.07.25,대법원,세무,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241205&type=HTML&mobileYn=
241211,업무정지등처분취소,2024두33846,2024.07.25,대법원,일반행정,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241211&type=HTML&mobileYn=
241247,구상금,2019다256501,2024.07.25,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241247&type=HTML&mobileYn=
241227,구상금,2022다233874,2024.07.25,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241227&type=HTML&mobileYn=
241251,특정경제범죄가중처벌등에관한법률위반(사기),2020도7802,2024.07.25,대법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241251&type=HTML&mobileYn=
241217,임금·약정금,2023다223744,2024.07.25,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241217&type=HTML&mobileYn=
241241,임대료,2024다236211,2024.07.25,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241241&type=HTML&mobileYn=
241013,집합금지처분취소청구의소,2022두43528,2024.07.18,대법원,일반행정,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241013&type=HTML&mobileYn=
241015,양육비,2018스724,2024.07.18,대법원,가사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241015&type=HTML&mobileYn=
241017,정식재판청구권회복기각결정에대한재항고,2023모2908,2024.07.18,대법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241017&type=HTML&mobileYn=
241011,보험료부과처분취소,2023두36800,2024.07.18,대법원,일반행정,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241011&type=HTML&mobileYn=
241043,아동학대범죄의처벌등에관한특례법위반(아동학대살해)·아동복지법위반(상습아동학대)·아동복지법위반(상습아동유기·방임),2024도2940,2024.07.11,대법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241043&type=HTML&mobileYn=
241039,마약류관리에관한법률위반(향정),2024도4202,2024.07.11,대법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241039&type=HTML&mobileYn=
241053,국민체육진흥법위반(도박개장등)·도박공간개설[형의 임의적 감면사유인 자수사실에 관한 진술을 유죄판결의 이유에서 명시하여야 하는지가 문제된 사안],2021도6051,2024.07.11,대법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241053&type=HTML&mobileYn=
241037,손해배상(지),2021다272001,2024.07.11,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241037&type=HTML&mobileYn=
241051,근로자지위확인등[근로자파견관계 인정 여부 등이 문제된 사건],2021다274069,2024.07.11,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241051&type=HTML&mobileYn=
241019,부당이득금,2024다211762,2024.07.11,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241019&type=HTML&mobileYn=
241023,강제집행정지,2024그613,2024.07.11,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241023&type=HTML&mobileYn=
241055,시정명령등취소[치킨 프랜차이즈업을 영위하는 가맹본부인 원고가 가맹점사업자단체 활동 등을 이유로 가맹점사업자에게 불이익을 주는 행위 등을 하였는지 여부가 문제된 사건],2022두64808,2024.07.11,대법원,일반행정,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241055&type=HTML&mobileYn=
241031,정산금청구의소,2021다308900,2024.07.11,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241031&type=HTML&mobileYn=
241057,선박안전법위반·배임수재[감항성 결함 미신고행위에 해당하는지 여부가 문제된 사건],2021도7251,2024.07.11,대법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241057&type=HTML&mobileYn=
241049,구상금[가해자의 책임보험자에 대한 국민건강보험공단의 구상권과 피해자의 직접청구권 사이의 행사상 우열관계가 문제된 사건],2021다305437,2024.07.11,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241049&type=HTML&mobileYn=
241045,부정경쟁행위중지등,2023다216302,2024.07.11,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241045&type=HTML&mobileYn=
241059,보험금[피보험자가 위험분담제에 따라 제약회사로부터 지급받은 환급금이 보험계약에서 지급대상으로 정한 본인부담금에 해당하는지 여부가 문제된 사건],2024다223949,2024.07.11,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241059&type=HTML&mobileYn=
241041,공직선거법위반,2022도8655,2024.07.11,대법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241041&type=HTML&mobileYn=
241047,공유물분할,2023다301941,2024.07.11,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241047&type=HTML&mobileYn=
241021,손해배상(기),2023다314022,2024.07.11,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241021&type=HTML&mobileYn=
241065,중요재산처분승인거부처분취소[파산관재인이 중요재산 처분승인 거부처분에 대한 취소를 청구한 사건],2021두47974,2024.07.11,대법원,일반행정,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241065&type=HTML&mobileYn=
241029,구상금,2022다252936,2024.07.11,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241029&type=HTML&mobileYn=
241061,회사에관한소송[주주가 회사를 상대로 이사 보수결의의 취소를 구하는 사건],2024다222861,2024.07.11,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241061&type=HTML&mobileYn=
241025,건물인도,2024다209769,2024.07.11,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241025&type=HTML&mobileYn=
241063,소유권이전등기말소등기청구의소,2024다214396,2024.07.11,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241063&type=HTML&mobileYn=
241033,손해배상(지)·손해배상(지),2021다216872,2024.07.11,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241033&type=HTML&mobileYn=
241035,진폐장해위로금일부부지급처분취소,2023두56712,2024.07.11,대법원,일반행정,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241035&type=HTML&mobileYn=
241027,임금등,2023다217312,2024.07.11,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241027&type=HTML&mobileYn=
241189,보험사기방지특별법위반,2023노878,2024.07.04,제주지방법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241189&type=HTML&mobileYn=
240951,근로기준법위반[기간제 근로계약의 근로조건 명시의무가 문제된 사건],2020도16541,2024.06.27,대법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240951&type=HTML&mobileYn=
240941,입찰참가자격제한처분취소[국가계약법 제27조 제1항 제1호의 ‘계약을 이행할 때에 부정한 행위를 한 자’에 해당하는지 여부가 문제된 사건],2024두32393,2024.06.27,대법원,일반행정,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240941&type=HTML&mobileYn=
240947,손해배상(기)·손해배상(기),2022므13504,2024.06.27,대법원,가사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240947&type=HTML&mobileYn=
240967,부당이득금[보이스피싱 범죄자가 피해자 계좌에서 보이스피싱 범죄자의 채권자 계좌로 송금한 금원이 부당이득인지 여부가 문제된 사건],2024다216187,2024.06.27,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240967&type=HTML&mobileYn=
240965,보험금[보험계약상 통지의무 위반이 문제된 사건],2024다219766,2024.06.27,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240965&type=HTML&mobileYn=
240943,사기미수·도시및주거환경정비법위반[소송비용액확정결정신청의 소송비용액계산서에 실제 지출하지 않은 변호사비용을 기재한 행위가 소송사기에 해당하는지 여부가 문제된 사건],2021도2340,2024.06.27,대법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240943&type=HTML&mobileYn=
240955,주거침입[피고인이 피해자가 거주하는 빌라 건물의 공동현관문을 열고 들어가 계단까지 침입한 사건],2023도16019,2024.06.27,대법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240955&type=HTML&mobileYn=
240953,근로기준법위반[구 근로기준법(2019. 4. 30. 법률 제16415호로 개정되기 전의 것) 제44조의2 위반의 고의가 문제된 사건],2024도4055,2024.06.27,대법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240953&type=HTML&mobileYn=
240973,부당이득금[사방시설이 적법하게 설치되지 않았음을 이유로 부당이득반환을 구하는 사건],2023다275530,2024.06.27,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240973&type=HTML&mobileYn=
240957,명의개서절차이행등청구[동업으로 주식회사를 설립한 경우 민법상 조합에 해당하는지 여부와 그 정산 방법 및 동업약정 당사자들의 공동사업이 주식회사 명의로 운영되고 주식회사 법리에 따르기 위한 요건 등이 문제된 사건],2022다302022,2024.06.27,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240957&type=HTML&mobileYn=
240971,장부등열람허용가처분,2024마5813,2024.06.27,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240971&type=HTML&mobileYn=
240937,법인세경정청구거부처분취소소송[당초신고에 대한 경정청구거부처분 취소소송에서 불복기간이 도과된 증액경정처분의 위법사유를 주장할 수 있는지 여부가 문제된 사건],2021두39997,2024.06.27,대법원,세무,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240937&type=HTML&mobileYn=
240945,"위자료[부부 사이의 이혼을 원인으로 한 위자료 청구소송이 쌍방 책임정도가 대등하다고 판단되어 기각된 경우, 제3자에 대하여 이혼을 원인으로 한 위자료 청구를 할 수 있는지 여부가 문제된 사건]",2023므16678,2024.06.27,대법원,가사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240945&type=HTML&mobileYn=
240939,조례안재의결무효확인[보은군 농업인 공익수당 지원에 관한 조례안에 대한 재의결의 무효확인을 구하는 사건],2022추5132,2024.06.27,대법원,일반행정,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240939&type=HTML&mobileYn=
240949,중재판정의승인및집행허가[중재지의 의미 및 중재합의 시 중재지의 해석이 문제된 사건],2024마5904,2024.06.27,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240949&type=HTML&mobileYn=
240969,임대차보증금[상가건물 임대차계약의 묵시적 갱신이 문제된 사건],2023다307024,2024.06.27,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240969&type=HTML&mobileYn=
240935,이혼등청구의소[부정행위를 한 부부의 일방이 배우자에게 위자료 및 재산분할 등으로 금원을 지급한 경우 이를 부정행위를 한 제3자의 위자료액수를 산정할 때 참작할 수 있는지 여부가 문제된 사건],2023므12782,2024.06.27,대법원,가사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240935&type=HTML&mobileYn=
240961,임시대의원총회결의무효확인[사단법인인 피고가 정관에 근거규정이 없는데도 서면에 의한 결의로 임시대의원총회 결의를 갈음한 경우 그 결의의 효력이 문제된 사건],2023다254984,2024.06.27,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240961&type=HTML&mobileYn=
240963,수익금[담보신탁에서 위탁자의 부동산 처분 및 정산 후 잔여대금 채권에 대하여 선행 압류 및 추심명령 후 2순위 우선수익자로 지정된 원고가 수탁자와 선행 압류채권자를 상대로 2순위 우선수익권 상당의 금전 지급을 청구한 사건],2021다261704,2024.06.27,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240963&type=HTML&mobileYn=
240959,공격기피[파기환송 판결의 사실상 및 법률상 판단의 기속력],2022오5,2024.06.27,대법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240959&type=HTML&mobileYn=
240895,교통사고처리특례법위반(치상)[백색실선 침범이 교통사고처리 특례법 제3조 제2항 단서 제1호의 처벌특례 배제사유인 ‘통행금지를 내용으로 하는 안전표지 위반’에 해당하는지 여부가 문제된 사건],2022도12175,2024.06.20,대법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240895&type=HTML&mobileYn=
240897,손해배상(자)[국민연금공단이 장애연금을 지급한 후 국민연금법 제114조 제1항에 따라 피해자의 가해자에 대한 손해배상청구권을 대위하는 경우 그 대위 범위가 문제된 사건],2021다299594,2024.06.20,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240897&type=HTML&mobileYn=
240899,집행정지[의대정원 증원처분에 대한 집행정지신청 사건],2024무689,2024.06.19,대법원,일반행정,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240899&type=HTML&mobileYn=
240905,종합소득세부과처분취소[사외유출금을 법인에 반환한 것이 귀속자의 종합소득세에 관한 후발적 경정청구사유가 되는지 여부가 문제된 사건],2021두35346,2024.06.17,대법원,세무,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240905&type=HTML&mobileYn=
240903,부당이득금[상호저축은행이 대출 및 수익분배에 관한 약정에 따라 취득한 주식에 대한 유상감자대금이 부당이득으로서 반환되어야 하는지 문제된 사건],2020다291531,2024.06.17,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240903&type=HTML&mobileYn=
240901,개인정보보호법위반(일부예비적죄명:정보통신망이용촉진및정보보호등에관한법률위반)[정보주체의 동의 없이 유통되는 개인정보를 매입하는 행위가 「개인정보 보호법」 제72조 제2호 전단의 ‘거짓이나 그 밖의 부정한 수단이나 방법으로 개인정보를 취득한 행위’에 해당하는지 여부가 문제된 사건],2019도3402,2024.06.17,대법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240901&type=HTML&mobileYn=
240923,등록부정정[북한에서 출생한 북한이탈주민이 북한에서 사망한 부와의 사이에 친생자관계존재확인판결을 받아 가족관계등록부 중 부의 특정등록사항을 부의 제적부 기재내용과 동일하게 기록할 수 있는지 여부가 문제된 사건],2024스536,2024.06.13,대법원,가사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240923&type=HTML&mobileYn=
240911,건물인도[건물에서의 퇴거를 구하였는데 건물의 인도를 명할 수 있는지 문제된 사건],2024다213157,2024.06.13,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240911&type=HTML&mobileYn=
240927,법인세부과처분등취소[구 법인세법 시행령(2016. 2. 12. 대통령령 제26981호로 개정되기 전의 것) 제11조 제9호의 ‘특수관계인’의 해석이 문제된 사건],2023두39809,2024.06.13,대법원,세무,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240927&type=HTML&mobileYn=
240931,예금채권압류처분무효확인[회생채권인 조세채권에 관하여 실권의 예외 법리가 인정되는지 여부가 문제된 사건],2023두63079,2024.06.13,대법원,세무,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240931&type=HTML&mobileYn=
240929,특정경제범죄가중처벌등에관한법률위반(횡령)·특정경제범죄가중처벌등에관한법률위반(배임)·강제집행면탈·예금자보호법위반[「부패재산의 몰수 및 회복에 관한 특례법」 제6조 제1항에서 몰수·추징의 요건으로 규정한 ‘범죄피해자가 그 재산에 관하여 범인에 대한 재산반환청구권 또는 손해배상청구권 등을 행사할 수 없는 등 피해회복이 심히 곤란한 경우’에 해당하는지 여부가 문제된 사건],2023도17596,2024.06.13,대법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240929&type=HTML&mobileYn=
240913,유류분반환청구의소,2023다304568,2024.06.13,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240913&type=HTML&mobileYn=
240907,주주지위부존재확인등[주주총회 결의의 존부 또는 효력을 다투는 사건],2018다261322,2024.06.13,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240907&type=HTML&mobileYn=
240919,청구이의[동시이행판결의 채무자가 채권자의 반대의무 불이행을 주장하면서 청구이의의 소를 제기한 사건],2024다231391,2024.06.13,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240919&type=HTML&mobileYn=
240921,보조금환수처분취소청구의소[사회복지사업법 제42조 제3항 단서에 근거하여 한 보조금환수처분의 취소를 구하는 사건],2023두54112,2024.06.13,대법원,일반행정,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240921&type=HTML&mobileYn=
240909,구상금,2024다210783,2024.06.13,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240909&type=HTML&mobileYn=
240915,부당이득금[공동저당권과 동순위로 배당받는 채권이 있는 경우 민법 제368조 제1항 ‘각 부동산 경매대가’의 의미 및 구체적인 배당액 산정방법이 문제된 사건],2020다258893,2024.06.13,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240915&type=HTML&mobileYn=
240917,보험금,2024다215542,2024.06.13,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240917&type=HTML&mobileYn=
241191,기타소득세징수처분등취소청구,2022구합63966,2024.06.13,서울행정법원,세무,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241191&type=HTML&mobileYn=
240925,폭행·특수상해(인정된죄명:상해)·특수협박(인정된죄명:협박)·감금[피고인이 위험한 물건을 ‘휴대하여’ 피해자를 협박하고 상해를 가하였는지 여부가 문제된 사건],2023도18812,2024.06.13,대법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240925&type=HTML&mobileYn=
240933,손해배상(기)[지급명령 송달 전 채무자의 이의신청의 효력이 문제된 사건],2024마5496,2024.06.07,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240933&type=HTML&mobileYn=
241347,취소결정(특),2021후10022,2024.05.30,대법원,특허,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241347&type=HTML&mobileYn=
241193,부당이득금,2023가단137284,2024.05.23,서울북부지방법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241193&type=HTML&mobileYn=
240807,혼인의무효[혼인관계가 이혼으로 해소된 후 혼인관계의 무효 확인을 구할 수 있는지 여부가 문제된 사건],2020므15896,2024.05.23,대법원,가사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240807&type=HTML&mobileYn=
240805,폐기물부담금부과처분취소청구등[담배에 대한 부담금 납부의무와 관련하여 ‘제조장에서 반출’의 의미 및 부칙규정의 위헌 여부가 문제된 사건],2021두35834,2024.05.23,대법원,일반행정,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240805&type=HTML&mobileYn=
240809,상해[형사소송법 제33조 제1항 제1호가 정한 필요적 국선변호인 선정사유인 ‘구속’의 의미],2021도6357,2024.05.23,대법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240809&type=HTML&mobileYn=
240811,양수금[중앙선을 침범한 교통사고로 발생한 손해배상청구권이 면책결정에 따라 면책되는지 여부가 문제된 사건],2023다308270,2024.05.17,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240811&type=HTML&mobileYn=
240813,손해배상(기)[고객들이 대형 유통회사를 상대로 회사가 고객들의 동의 없이 개인정보를 보험회사들에 제공하였다는 이유로 손해배상을 청구한 사건],2018다262103,2024.05.17,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240813&type=HTML&mobileYn=
241195,아동학대범죄의처벌등에관한특례법위반(아동복지시설종사자등의아동학대가중처벌),2023고단2672,2024.05.10,울산지방법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241195&type=HTML&mobileYn=
240815,공직선거법위반,2024도3298,2024.05.09,대법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240815&type=HTML&mobileYn=
240831,채권압류및전부명령,2024마5321,2024.05.09,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240831&type=HTML&mobileYn=
240819,기타(금전),2020다202616,2024.05.09,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240819&type=HTML&mobileYn=
240825,구상금[보험자가 피보험자인 사용자에 대하여 그의 피용자에 대한 사용자책임을 근거로 보험자 대위를 할 수 있는지 여부가 문제된 사건],2022다290648,2024.05.09,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240825&type=HTML&mobileYn=
240835,손해배상(기)[예탁금제 골프회원권 제도를 운영하였던 골프장이 그 제도를 폐지하고 입회금 일부를 회원들에게 반환하면서 요금할인 혜택을 부여하기로 합의한 경우 대중제 골프장을 양수한 양수인이 할인약정을 승계하는지 여부가 문제된 사건],2023다256294,2024.05.09,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240835&type=HTML&mobileYn=
240837,구상금및사해행위취소의소,2023다290492,2024.05.09,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240837&type=HTML&mobileYn=
240833,약정금반환[유사투자자문업자가 투자자문업을 영위하는 내용의 계약을 체결하면서 손실보전 내지 이익보장을 한 경우의 그 효력이 문제된 사건],2023다311665,2024.05.09,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240833&type=HTML&mobileYn=
240829,정정보도등청구의소[공직자가 언론사 및 소속기자를 상대로 기사에 대한 정정보도 및 명예훼손으로 인한 손해배상을 청구한 사건],2021다270654,2024.05.09,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240829&type=HTML&mobileYn=
240827,보험금,2021다297529,2024.05.09,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240827&type=HTML&mobileYn=
240823,저작권침해정지등청구의소[공동저작권자가 다른 공동저작권자로부터 물적 분할에 따라 지분을 승계한 자를 상대로 제3자에 대한 이용허락의 금지 등을 구하는 외국적 요소가 있는 사건의 준거법이 무엇인지 문제된 사건],2020다250561,2024.05.09,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240823&type=HTML&mobileYn=
240817,폐기물관리법위반,2023도3914,2024.05.09,대법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240817&type=HTML&mobileYn=
240821,보험금,2021다297352,2024.05.09,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240821&type=HTML&mobileYn=
240731,집행에관한이의,2023그887,2024.04.30,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240731&type=HTML&mobileYn=
240745,근로기준법위반[근로기준법 제111조의 ‘확정된 구제명령 또는 구제명령을 내용으로 하는 재심판정을 이행하지 아니한 자’의 범위가 문제된 사건],2024도1309,2024.04.25,대법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240745&type=HTML&mobileYn=
240741,특정경제범죄가중처벌등에관한법률위반(사기)[피고인들이 취득한 이득액을 구체적으로 산정할 수 없을 때 특정경제범죄 가중처벌 등에 관한 법률 제3조가 적용되는지에 관한 사안],2023도18971,2024.04.25,대법원,형사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240741&type=HTML&mobileYn=
240751,부당이득금[유사수신행위로 체결된 계약의 효력이 문제된 사건],2023다310471,2024.04.25,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240751&type=HTML&mobileYn=
240737,조합원지위확인[이전고시 후 분양목적물 매도에 따라 재건축조합원 지위 승계 여부가 문제된 사건],2022두52874,2024.04.25,대법원,일반행정,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240737&type=HTML&mobileYn=
240743,구상금[도시 일용근로자의 월 가동일수가 문제된 사건],2020다271650,2024.04.25,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240743&type=HTML&mobileYn=
240733,약정금,2022다254024,2024.04.25,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240733&type=HTML&mobileYn=
240749,소유권이전등기,2023다300146,2024.04.25,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240749&type=HTML&mobileYn=
240739,손해배상(기),2019다261558,2024.04.25,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240739&type=HTML&mobileYn=
240735,벌점부과처분취소[건설기술 진흥법 제53조 제1항에서 규정한 벌점부과처분이 부과 여부에 관하여 기속행위인지가 문제된 사안],2023두54242,2024.04.25,대법원,일반행정,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240735&type=HTML&mobileYn=
240747,손해배상(국)[문서제출명령에대한재항고][금융감독원 직원이 직무상 작성하여 관리하는 문서가 제출을 거부할 수 있는 문서에 해당하는지 문제된 사건],2023마8009,2024.04.25,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240747&type=HTML&mobileYn=
240753,소송비용부담및확정,2024마5007,2024.04.19,대법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=240753&type=HTML&mobileYn=
241197,손해배상(기),2023나49209,2024.04.19,서울서부지방법원,민사,/DRF/lawService.do?OC=wanja1996&target=prec&ID=241197&type=HTML&mobileYn=
